epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
80,18548.5,0.80304,0.50246,0.93988,0.61242,0.68578,0.61682,0.35876,1.38701,1.13715,1.28046,0.000363239,0.000363239,0.000363239
81,18763.7,0.80422,0.49765,0.94295,0.58647,0.70657,0.58959,0.33543,1.40243,1.22141,1.27868,0.000346736,0.000346736,0.000346736
82,18978.1,0.81292,0.50444,0.94422,0.59532,0.65278,0.58934,0.33918,1.41116,1.2223,1.29049,0.000330233,0.000330233,0.000330233
83,19193.4,0.81753,0.49546,0.93874,0.61404,0.6812,0.62822,0.36254,1.40754,1.10657,1.29364,0.000313729,0.000313729,0.000313729
84,19408.7,0.80009,0.49247,0.93997,0.64802,0.67723,0.62113,0.35935,1.39958,1.14094,1.28691,0.000297226,0.000297226,0.000297226
85,19623.7,0.80613,0.50518,0.93679,0.62678,0.69822,0.62436,0.36138,1.40474,1.12412,1.29796,0.000280723,0.000280723,0.000280723
86,19839.7,0.7818,0.47863,0.93406,0.62233,0.64503,0.59983,0.34261,1.40292,1.2183,1.28966,0.00026422,0.00026422,0.00026422
87,20055.4,0.78231,0.4846,0.9315,0.60715,0.63715,0.58969,0.33868,1.37846,1.23156,1.27226,0.000247716,0.000247716,0.000247716
88,20271,0.76063,0.47556,0.92345,0.61673,0.71604,0.61222,0.3505,1.39111,1.16274,1.27802,0.000231213,0.000231213,0.000231213
89,20485.9,0.76445,0.47216,0.93123,0.62628,0.66346,0.59487,0.3378,1.3957,1.1607,1.28242,0.00021471,0.00021471,0.00021471
90,20702.8,0.7672,0.47383,0.93054,0.61339,0.67882,0.59727,0.34173,1.39684,1.16656,1.28352,0.000198206,0.000198206,0.000198206
91,20916.4,0.7193,0.41218,0.90668,0.5922,0.70954,0.60343,0.34792,1.38277,1.16882,1.28265,0.000181703,0.000181703,0.000181703
92,21131.6,0.69324,0.40023,0.90117,0.6165,0.67999,0.60773,0.34851,1.3828,1.18458,1.28628,0.0001652,0.0001652,0.0001652
93,21343.6,0.68984,0.38972,0.90577,0.63969,0.63715,0.60802,0.35062,1.37782,1.177,1.28113,0.000148696,0.000148696,0.000148696
94,21557.4,0.67195,0.38314,0.88742,0.61539,0.71902,0.61705,0.35377,1.38116,1.13609,1.28167,0.000132193,0.000132193,0.000132193
95,21768.4,0.66573,0.38061,0.89425,0.61268,0.69484,0.5935,0.34189,1.38394,1.19245,1.29175,0.00011569,0.00011569,0.00011569
96,21981.6,0.65975,0.38447,0.88738,0.59757,0.72653,0.61233,0.35204,1.37577,1.14163,1.28099,9.91865e-05,9.91865e-05,9.91865e-05
97,22196,0.65711,0.38055,0.88977,0.61688,0.70972,0.61609,0.35415,1.3841,1.14891,1.29117,8.26832e-05,8.26832e-05,8.26832e-05
98,22410,0.65835,0.38064,0.89265,0.60484,0.7481,0.59839,0.34211,1.378,1.20001,1.29,6.61799e-05,6.61799e-05,6.61799e-05
99,22623.8,0.64618,0.36945,0.87926,0.60884,0.71643,0.60248,0.34607,1.38387,1.17895,1.29258,4.96766e-05,4.96766e-05,4.96766e-05
100,22836,0.64408,0.37974,0.88983,0.62444,0.68877,0.60214,0.34681,1.3785,1.19421,1.28842,3.31733e-05,3.31733e-05,3.31733e-05
